KO	Avg	Std	Std/Avg	#species	#genes	avg-genes-per-species	std	length	%min_0.05	%min_0.1	%min_0.2	%min_0.3	%min_0.4	%min_0.5	mean_cons	med_cons	q1	q2	q3	q4	q5	q6	q7	q8	q9	GC_Max	GC_Min	GC_Mean	GC_Median	GC_Std	GC_MAD	Recall_normByKOtop20	Precision_normByKOtop20	Recall_highestGenes	Precision_highestGenes
K05564	368.869565	30.773668	0.083427	246.000000	253.000000	1.028455	0.166609	253.000000	2.003000	1.624000	1.426000	1.339000	1.169000	0.865000	0.325000	0.217000	0.011800	0.019700	0.055300	0.090900	0.217000	0.418000	0.509000	0.596000	0.830000	0.738000	0.333000	0.589000	0.621000	0.099200	0.056500	0.899728	0.999229	0.900393	1.000000
K05565	2547.408511	366.735793	0.143964	385.000000	470.000000	1.220779	0.415312	470.000000	7.419000	6.657000	5.719000	4.704000	3.180000	2.280000	0.205000	0.040400	0.002120	0.004250	0.006380	0.017000	0.040400	0.157000	0.304000	0.406000	0.625000	0.754000	0.315000	0.527000	0.547000	0.138000	0.132000	0.903432	0.993442	0.934031	0.999655
K05566	566.931921	193.389174	0.341115	481.000000	661.000000	1.374220	0.719723	661.000000	1.885000	1.060000	0.724000	0.537000	0.316000	0.201000	0.082100	0.013600	0.001510	0.003020	0.004530	0.009070	0.013600	0.028700	0.062000	0.090700	0.288000	0.742000	0.253000	0.474000	0.457000	0.126000	0.108000	0.894689	0.997153	0.913952	1.000000
K05567	380.844952	76.762805	0.201559	646.000000	832.000000	1.287926	0.600318	832.000000	0.673000	0.519000	0.413000	0.347000	0.247000	0.162000	0.078500	0.004800	0.001200	0.001200	0.002400	0.003600	0.004800	0.008410	0.020400	0.052800	0.318000	0.756000	0.224000	0.499000	0.498000	0.133000	0.107000	0.900330	0.997634	0.913139	1.000000
K05568	1537.703081	132.625436	0.086249	649.000000	1071.000000	1.650231	0.892011	1071.000000	1.960000	1.633000	1.373000	1.061000	0.681000	0.450000	0.080300	0.005600	9.330000e-04	9.330000e-04	0.001860	0.003730	0.005600	0.009330	0.019600	0.059700	0.329000	0.759000	0.249000	0.496000	0.495000	0.143000	0.137000	0.891492	0.958626	0.887930	0.986539
K05569	499.399504	124.001840	0.248302	630.000000	806.000000	1.279365	0.597866	806.000000	0.923000	0.710000	0.576000	0.421000	0.254000	0.167000	0.071700	0.007440	0.001240	0.002480	0.003720	0.004960	0.007440	0.013600	0.022300	0.053300	0.289000	0.782000	0.231000	0.486000	0.481000	0.145000	0.125000	0.944198	0.997436	0.946165	1.000000
K05570	284.021330	32.689007	0.115093	628.000000	797.000000	1.269108	0.591703	797.000000	0.531000	0.416000	0.337000	0.277000	0.178000	0.116000	0.109000	0.010000	0.001250	0.001250	0.003760	0.006270	0.010000	0.021300	0.051400	0.186000	0.410000	0.758000	0.200000	0.488000	0.484000	0.138000	0.117000	0.909544	1.000000	0.911219	1.000000
K05571	362.296703	65.943045	0.182014	644.000000	819.000000	1.271739	0.602542	819.000000	0.663000	0.525000	0.423000	0.317000	0.185000	0.142000	0.101000	0.012200	0.001220	0.002440	0.003660	0.006100	0.012200	0.031700	0.043900	0.137000	0.356000	0.765000	0.276000	0.505000	0.496000	0.132000	0.107000	0.887093	0.999711	0.888243	1.000000
K05577	1708.464953	224.349220	0.131316	299.000000	428.000000	1.431438	0.797110	428.000000	5.539000	5.165000	4.315000	3.432000	2.273000	1.387000	0.254000	0.207000	0.002330	0.004670	0.021000	0.105000	0.207000	0.303000	0.376000	0.453000	0.605000	0.774000	0.319000	0.499000	0.482000	0.111000	0.093900	0.884644	0.997549	0.895954	1.000000
K05589	318.268012	45.979733	0.144469	693.000000	694.000000	1.001443	0.037987	694.000000	0.615000	0.498000	0.442000	0.417000	0.327000	0.233000	0.147000	0.014400	0.001440	0.002880	0.004320	0.007200	0.014400	0.027300	0.061900	0.348000	0.561000	0.776000	0.129000	0.506000	0.519000	0.117000	0.079500	0.963914	1.000000	0.942165	1.000000
K05590	1312.086379	55.781053	0.042513	301.000000	301.000000	1.000000	0.000000	301.000000	4.544000	4.468000	4.435000	4.425000	4.229000	3.817000	0.478000	0.554000	0.003320	0.003320	0.006640	0.408000	0.554000	0.677000	0.787000	0.906000	0.990000	0.645000	0.376000	0.519000	0.543000	0.051500	0.027900	0.937812	0.996084	0.932840	1.000000
K05591	1384.595186	42.593965	0.030763	457.000000	457.000000	1.000000	0.000000	457.000000	3.118000	3.080000	3.043000	2.980000	2.632000	2.124000	0.455000	0.472000	0.002180	0.006560	0.030600	0.382000	0.472000	0.562000	0.676000	0.870000	0.986000	0.734000	0.251000	0.568000	0.556000	0.091800	0.071200	0.975342	0.987147	0.988601	1.000000
K05592	1708.968750	229.842100	0.134492	1643.000000	1696.000000	1.032258	0.180151	1696.000000	1.409000	1.190000	0.969000	0.828000	0.601000	0.425000	0.096200	0.003530	5.890000e-04	5.890000e-04	0.001170	0.001760	0.003530	0.006480	0.017600	0.084300	0.393000	0.791000	0.219000	0.514000	0.497000	0.118000	0.084600	0.913133	0.965714	0.913796	0.998114
K05593	848.112903	96.225934	0.113459	177.000000	186.000000	1.050847	0.220309	186.000000	5.327000	4.774000	4.693000	4.580000	3.774000	2.822000	0.304000	0.102000	0.005370	0.010700	0.021500	0.043000	0.102000	0.397000	0.494000	0.634000	0.795000	0.730000	0.225000	0.383000	0.361000	0.088700	0.026300	0.997592	0.993348	0.995530	1.000000
K05594	307.682927	8.793302	0.028579	164.000000	164.000000	1.000000	0.000000	164.000000	1.939000	1.902000	1.890000	1.859000	1.853000	1.695000	0.682000	0.786000	0.030400	0.463000	0.597000	0.725000	0.786000	0.865000	0.920000	0.957000	1.000000	0.620000	0.398000	0.513000	0.516000	0.032900	0.003260	0.880216	1.000000	0.880216	1.000000
K05595	637.541887	55.749297	0.087444	1051.000000	1325.000000	1.260704	0.536805	1325.000000	0.615000	0.549000	0.457000	0.399000	0.266000	0.179000	0.093300	0.003010	7.540000e-04	0.001500	0.002260	0.003010	0.003010	0.006030	0.011300	0.089000	0.392000	0.766000	0.169000	0.524000	0.529000	0.117000	0.096400	0.937064	0.942229	0.922939	0.985393
K05596	900.039531	30.703242	0.034113	613.000000	683.000000	1.114192	0.379212	683.000000	1.502000	1.412000	1.332000	1.279000	1.093000	0.796000	0.308000	0.190000	0.001460	0.002920	0.008780	0.027800	0.190000	0.409000	0.496000	0.612000	0.815000	0.788000	0.283000	0.611000	0.620000	0.094700	0.074900	0.970114	0.982949	0.966375	1.000000
K05606	425.837838	32.511209	0.076346	570.000000	592.000000	1.038596	0.201710	592.000000	0.891000	0.788000	0.694000	0.662000	0.528000	0.380000	0.177000	0.011800	0.001680	0.003370	0.003370	0.006750	0.011800	0.025300	0.150000	0.432000	0.619000	0.758000	0.280000	0.547000	0.571000	0.115000	0.090400	0.983697	0.944938	0.952085	0.978151
K05685	1916.789062	225.775746	0.117789	444.000000	512.000000	1.153153	0.449694	512.000000	4.101000	3.960000	3.802000	3.708000	3.212000	2.482000	0.394000	0.410000	0.003900	0.005850	0.017500	0.263000	0.410000	0.494000	0.595000	0.765000	0.943000	0.741000	0.277000	0.559000	0.552000	0.089000	0.052200	0.849340	0.919047	0.888104	0.932287
K05709	520.200000	5.085928	0.009777	55.000000	55.000000	1.000000	0.000000	55.000000	9.527000	9.436000	9.436000	9.436000	9.436000	9.436000	0.880000	0.963000	0.672000	0.909000	0.927000	0.945000	0.963000	0.981000	0.981000	1.000000	1.000000	0.558000	0.405000	0.517000	0.522000	0.025300	0.001920	0.999654	0.986914	1.000000	1.000000
K05710	326.037459	37.946905	0.116388	466.000000	614.000000	1.317597	0.689391	614.000000	0.674000	0.596000	0.522000	0.491000	0.413000	0.280000	0.100000	0.003250	0.001620	0.001620	0.001620	0.001620	0.003250	0.004880	0.011400	0.066700	0.469000	0.755000	0.321000	0.599000	0.606000	0.085200	0.052400	0.956023	0.936730	0.993430	0.988144
K05712	1630.802784	126.470497	0.077551	288.000000	431.000000	1.496528	0.914453	431.000000	5.111000	4.545000	3.951000	3.487000	2.774000	1.832000	0.185000	0.025500	0.002320	0.004640	0.006960	0.011600	0.025500	0.069600	0.271000	0.436000	0.584000	0.794000	0.412000	0.660000	0.671000	0.064200	0.036700	0.953972	0.913440	0.954835	0.987191
K05715	1056.695652	281.254245	0.266164	69.000000	69.000000	1.000000	0.000000	69.000000	21.884000	21.260000	16.898000	13.173000	9.260000	6.695000	0.350000	0.304000	0.014400	0.115000	0.173000	0.231000	0.304000	0.362000	0.449000	0.579000	0.797000	0.728000	0.295000	0.499000	0.471000	0.147000	0.127000	0.988775	0.984661	0.994474	1.000000
K05772	859.968208	83.588132	0.097199	317.000000	346.000000	1.091483	0.309895	346.000000	2.976000	2.644000	2.390000	2.248000	1.809000	1.326000	0.167000	0.011500	0.002890	0.002890	0.002890	0.005780	0.011500	0.028900	0.086700	0.401000	0.615000	0.749000	0.299000	0.537000	0.565000	0.118000	0.097000	0.973661	0.969069	0.975883	1.000000
K05773	696.642173	63.269264	0.090820	308.000000	313.000000	1.016234	0.126579	313.000000	2.440000	2.293000	2.233000	2.143000	1.578000	1.095000	0.215000	0.009580	0.003190	0.003190	0.003190	0.003190	0.009580	0.051100	0.364000	0.463000	0.709000	0.762000	0.276000	0.550000	0.568000	0.123000	0.090400	0.867266	0.999154	0.867925	1.000000
K05774	568.873786	48.199399	0.084728	305.000000	309.000000	1.013115	0.180893	309.000000	2.249000	1.964000	1.883000	1.744000	1.579000	1.184000	0.218000	0.009700	0.003230	0.003230	0.003230	0.003230	0.009700	0.058200	0.375000	0.514000	0.721000	0.805000	0.241000	0.626000	0.621000	0.068200	0.041300	0.983905	0.954932	0.986510	0.996842
K05775	911.474654	31.804969	0.034894	216.000000	217.000000	1.004630	0.068041	217.000000	4.571000	4.313000	4.253000	4.239000	4.087000	3.714000	0.525000	0.617000	0.009210	0.041400	0.396000	0.539000	0.617000	0.682000	0.764000	0.834000	0.926000	0.699000	0.347000	0.533000	0.536000	0.061800	0.020200	0.937925	1.000000	0.937925	1.000000
K05776	1467.707006	111.990772	0.076303	313.000000	314.000000	1.003195	0.056523	314.000000	5.302000	4.824000	4.703000	4.643000	4.245000	3.493000	0.231000	0.012700	0.003180	0.003180	0.003180	0.006360	0.012700	0.038200	0.417000	0.595000	0.764000	0.803000	0.297000	0.528000	0.525000	0.082300	0.039700	0.969603	0.999695	0.981631	1.000000
K05777	1177.734940	87.702332	0.074467	166.000000	166.000000	1.000000	0.000000	166.000000	7.674000	7.421000	7.210000	7.102000	6.945000	6.126000	0.479000	0.542000	0.012000	0.024000	0.090300	0.469000	0.542000	0.620000	0.710000	0.819000	0.957000	0.725000	0.383000	0.563000	0.559000	0.072400	0.062500	0.994941	1.000000	0.981134	1.000000
K05778	1610.888889	96.308059	0.059786	162.000000	162.000000	1.000000	0.000000	162.000000	11.574000	11.141000	10.185000	9.666000	9.234000	7.382000	0.426000	0.481000	0.012300	0.024600	0.135000	0.395000	0.481000	0.543000	0.611000	0.703000	0.876000	0.772000	0.408000	0.575000	0.567000	0.084200	0.066700	0.903105	1.000000	0.904058	1.000000
K05779	650.929412	28.062816	0.043112	170.000000	170.000000	1.000000	0.000000	170.000000	4.223000	3.929000	3.864000	3.841000	3.729000	3.135000	0.493000	0.541000	0.005880	0.041100	0.282000	0.470000	0.541000	0.623000	0.711000	0.823000	0.970000	0.750000	0.392000	0.550000	0.521000	0.083200	0.037000	0.981398	0.976814	0.996089	0.977819
K05780	711.122449	36.270109	0.051004	287.000000	294.000000	1.024390	0.211796	294.000000	2.659000	2.476000	2.394000	2.333000	2.197000	1.894000	0.413000	0.445000	0.006800	0.006800	0.023800	0.098600	0.445000	0.554000	0.676000	0.812000	0.965000	0.753000	0.292000	0.609000	0.610000	0.086000	0.041500	0.972590	0.975720	0.976510	0.999409
K05781	789.447458	67.611006	0.085643	289.000000	295.000000	1.020761	0.165364	295.000000	2.976000	2.728000	2.647000	2.613000	2.484000	2.159000	0.296000	0.006770	0.003380	0.003380	0.003380	0.003380	0.006770	0.115000	0.535000	0.745000	0.952000	0.735000	0.303000	0.613000	0.615000	0.079700	0.039500	0.955608	0.981479	0.960483	0.997229
K05782	1193.510000	89.329724	0.074846	491.000000	600.000000	1.221996	0.508705	600.000000	2.223000	2.053000	1.958000	1.915000	1.663000	1.221000	0.239000	0.020000	0.001660	0.001660	0.003330	0.005000	0.020000	0.076600	0.425000	0.541000	0.771000	0.793000	0.304000	0.615000	0.642000	0.091000	0.055700	0.901146	0.943730	0.899971	0.997256
K05785	497.874194	21.495848	0.043175	308.000000	310.000000	1.006494	0.080451	310.000000	1.790000	1.596000	1.577000	1.577000	1.451000	1.187000	0.307000	0.051600	0.003220	0.006450	0.009670	0.019300	0.051600	0.422000	0.548000	0.693000	0.838000	0.704000	0.325000	0.499000	0.496000	0.068300	0.039700	0.999646	0.993384	0.998175	1.000000
K05786	903.646455	62.879451	0.069584	978.000000	1072.000000	1.096115	0.305134	1072.000000	0.996000	0.893000	0.844000	0.769000	0.589000	0.418000	0.171000	0.007460	9.320000e-04	0.001860	0.002790	0.003730	0.007460	0.020500	0.145000	0.409000	0.610000	0.755000	0.248000	0.534000	0.530000	0.122000	0.107000	0.976458	0.978934	0.975668	1.000000
K05787	275.401813	12.363627	0.044893	330.000000	331.000000	1.003030	0.055048	331.000000	0.833000	0.830000	0.824000	0.824000	0.818000	0.785000	0.470000	0.610000	0.003020	0.006040	0.012000	0.030200	0.610000	0.722000	0.818000	0.903000	0.984000	0.630000	0.252000	0.475000	0.479000	0.070800	0.018300	0.983505	1.000000	0.852831	1.000000
K05788	299.112805	30.510350	0.102003	938.000000	984.000000	1.049041	0.295365	984.000000	0.347000	0.305000	0.290000	0.280000	0.231000	0.183000	0.179000	0.009140	0.001010	0.002030	0.003040	0.006090	0.009140	0.018200	0.069100	0.428000	0.748000	0.724000	0.221000	0.503000	0.501000	0.107000	0.077600	0.987106	0.985460	0.962789	1.000000
K05789	993.441860	30.405311	0.030606	129.000000	129.000000	1.000000	0.000000	129.000000	8.356000	7.937000	7.658000	7.596000	7.511000	6.937000	0.540000	0.620000	0.007750	0.031000	0.170000	0.527000	0.620000	0.813000	0.868000	0.899000	0.945000	0.575000	0.296000	0.475000	0.467000	0.035300	0.010600	0.915993	1.000000	0.929631	1.000000
K05790	1035.676471	58.073618	0.056073	203.000000	204.000000	1.004926	0.070186	204.000000	5.279000	5.186000	5.142000	5.132000	5.029000	4.647000	0.533000	0.642000	0.004900	0.014700	0.053900	0.524000	0.642000	0.745000	0.857000	0.916000	0.950000	0.641000	0.328000	0.519000	0.524000	0.051600	0.010100	0.992138	0.995561	0.984459	1.000000
K05792	1068.445312	249.923415	0.233913	125.000000	128.000000	1.024000	0.153665	128.000000	11.062000	10.328000	9.460000	8.343000	6.601000	4.632000	0.300000	0.250000	0.007810	0.007810	0.023400	0.062500	0.250000	0.375000	0.453000	0.578000	0.726000	0.768000	0.296000	0.565000	0.547000	0.119000	0.102000	0.925155	0.808602	0.850820	0.949999
K05793	454.680000	17.834186	0.039224	99.000000	100.000000	1.010101	0.100504	100.000000	4.590000	4.560000	4.560000	4.530000	4.310000	3.500000	0.512000	0.540000	0.010000	0.030000	0.430000	0.500000	0.540000	0.600000	0.700000	0.790000	0.930000	0.686000	0.375000	0.546000	0.509000	0.090500	0.066000	0.940073	0.873356	0.905084	0.949310
K05794	1010.585947	86.997324	0.086086	679.000000	797.000000	1.173785	0.453588	797.000000	1.757000	1.401000	1.248000	1.131000	0.943000	0.682000	0.151000	0.006270	0.001250	0.001250	0.002500	0.003760	0.006270	0.015000	0.071500	0.360000	0.579000	0.724000	0.237000	0.536000	0.571000	0.119000	0.074800	0.943132	0.958514	0.901116	0.986992
K05795	578.918750	25.963272	0.044848	252.000000	480.000000	1.904762	0.746077	480.000000	1.225000	1.216000	1.210000	1.181000	1.010000	0.816000	0.302000	0.010400	0.002080	0.002080	0.004160	0.004160	0.010400	0.366000	0.506000	0.662000	0.954000	0.697000	0.294000	0.497000	0.481000	0.113000	0.087800	0.991150	0.777931	0.960063	0.946603
K05796	544.153846	29.584712	0.054368	203.000000	234.000000	1.152709	0.411866	234.000000	2.602000	2.367000	2.329000	2.277000	2.192000	2.034000	0.386000	0.376000	0.008540	0.012800	0.017000	0.034100	0.376000	0.572000	0.683000	0.790000	0.957000	0.756000	0.311000	0.546000	0.558000	0.075300	0.034100	1.000000	0.928350	0.996099	1.000000
K05798	957.000000	31.730320	0.033156	182.000000	183.000000	1.005495	0.074125	183.000000	5.699000	5.382000	5.196000	5.169000	5.060000	4.661000	0.563000	0.650000	0.005460	0.038200	0.398000	0.551000	0.650000	0.754000	0.852000	0.967000	0.994000	0.557000	0.350000	0.463000	0.459000	0.032400	0.017900	0.997936	0.939093	0.997936	1.000000
K05799	743.557719	44.349670	0.059645	592.000000	719.000000	1.214527	0.513366	719.000000	1.254000	1.141000	1.061000	1.011000	0.778000	0.509000	0.147000	0.008340	0.001390	0.001390	0.002780	0.004170	0.008340	0.013900	0.050000	0.382000	0.554000	0.764000	0.265000	0.562000	0.564000	0.115000	0.082400	0.948896	0.860940	0.721133	0.978421
K05800	478.514658	36.747837	0.076796	472.000000	614.000000	1.300847	0.585166	614.000000	0.864000	0.780000	0.755000	0.745000	0.667000	0.516000	0.263000	0.032500	0.001620	0.003250	0.006510	0.009770	0.032500	0.096000	0.459000	0.600000	0.855000	0.717000	0.291000	0.548000	0.556000	0.078100	0.051700	0.997869	0.876819	0.972541	0.979492
K05801	794.372449	64.533332	0.081238	587.000000	588.000000	1.001704	0.041274	588.000000	1.664000	1.500000	1.384000	1.312000	1.049000	0.768000	0.191000	0.017000	0.001700	0.003400	0.005100	0.008500	0.017000	0.042500	0.312000	0.467000	0.630000	0.770000	0.248000	0.532000	0.529000	0.101000	0.064000	0.913623	0.992960	0.914984	1.000000
K05802	3317.545977	189.277926	0.057054	349.000000	522.000000	1.495702	0.500699	522.000000	7.304000	7.045000	6.919000	6.400000	5.093000	3.448000	0.306000	0.296000	0.001910	0.005740	0.011400	0.030600	0.296000	0.398000	0.477000	0.565000	0.791000	0.734000	0.241000	0.531000	0.545000	0.082000	0.028900	0.940092	0.997077	0.938266	1.000000
K05803	893.239726	26.585738	0.029763	292.000000	292.000000	1.000000	0.000000	292.000000	3.318000	3.157000	3.034000	3.030000	3.003000	2.801000	0.487000	0.633000	0.003420	0.006840	0.034200	0.458000	0.633000	0.705000	0.767000	0.859000	0.962000	0.623000	0.336000	0.468000	0.482000	0.044600	0.007570	0.993641	1.000000	0.988392	1.000000
K05804	755.198556	212.389375	0.281236	192.000000	277.000000	1.442708	0.866387	277.000000	3.281000	3.148000	3.140000	3.090000	2.855000	2.357000	0.417000	0.483000	0.003610	0.010800	0.039700	0.353000	0.483000	0.577000	0.660000	0.736000	0.837000	0.658000	0.324000	0.520000	0.531000	0.057000	0.013100	0.995991	0.985046	0.996533	1.000000
K05805	490.253385	30.436865	0.062084	515.000000	517.000000	1.003883	0.062257	517.000000	1.241000	1.059000	0.953000	0.891000	0.773000	0.618000	0.285000	0.083100	0.001930	0.007730	0.013500	0.036700	0.083100	0.307000	0.470000	0.630000	0.825000	0.701000	0.323000	0.543000	0.530000	0.082300	0.069800	0.988049	0.999425	0.988049	1.000000
K05807	812.832314	122.590946	0.150819	1145.000000	1145.000000	1.000000	0.000000	1145.000000	1.027000	0.826000	0.692000	0.577000	0.416000	0.267000	0.086400	0.005240	8.730000e-04	0.001740	0.001740	0.003490	0.005240	0.008730	0.020000	0.067200	0.369000	0.760000	0.138000	0.489000	0.508000	0.117000	0.101000	0.987144	0.998961	0.965232	1.000000
K05808	417.133929	129.893667	0.311396	1203.000000	1232.000000	1.024106	0.173783	1232.000000	0.493000	0.452000	0.356000	0.291000	0.201000	0.128000	0.121000	0.005680	8.110000e-04	0.001620	0.002430	0.004050	0.005680	0.012100	0.049500	0.253000	0.445000	0.697000	0.238000	0.432000	0.426000	0.097600	0.072200	0.990236	0.989155	0.960231	1.000000
K05809	341.029091	24.596285	0.072124	274.000000	275.000000	1.003650	0.060412	275.000000	1.414000	1.250000	1.243000	1.243000	1.210000	1.138000	0.475000	0.570000	0.007270	0.007270	0.029000	0.323000	0.570000	0.690000	0.803000	0.894000	0.985000	0.591000	0.317000	0.450000	0.461000	0.045600	0.025600	0.992501	1.000000	0.721818	1.000000
K05810	758.223570	60.467086	0.079748	1698.000000	1731.000000	1.019435	0.138087	1731.000000	0.624000	0.521000	0.422000	0.335000	0.224000	0.156000	0.089300	0.005770	5.770000e-04	0.001150	0.001730	0.002880	0.005770	0.010300	0.023100	0.092400	0.357000	0.806000	0.214000	0.534000	0.540000	0.145000	0.117000	0.984463	0.998523	0.981070	1.000000
K05811	317.200000	29.206145	0.092075	180.000000	180.000000	1.000000	0.000000	180.000000	2.033000	1.894000	1.800000	1.761000	1.666000	1.577000	0.399000	0.361000	0.005550	0.005550	0.005550	0.022200	0.361000	0.572000	0.738000	0.877000	0.977000	0.754000	0.390000	0.554000	0.558000	0.053600	0.021600	0.979657	1.000000	0.979657	1.000000
K05812	713.594595	62.222160	0.087195	331.000000	333.000000	1.006042	0.077614	333.000000	2.525000	2.201000	2.111000	2.087000	1.924000	1.552000	0.264000	0.024000	0.003000	0.003000	0.003000	0.009000	0.024000	0.096000	0.468000	0.615000	0.846000	0.785000	0.287000	0.553000	0.540000	0.083700	0.059500	0.973425	0.931314	0.745652	0.999840
K05813	1320.755583	136.288627	0.103190	638.000000	806.000000	1.263323	0.581993	806.000000	1.993000	1.754000	1.662000	1.581000	1.320000	0.929000	0.162000	0.007440	0.001240	0.002480	0.003720	0.004960	0.007440	0.013600	0.081800	0.428000	0.599000	0.750000	0.323000	0.562000	0.572000	0.093000	0.064800	0.947547	0.952352	0.951399	0.966982
K05814	900.934426	46.117984	0.051189	623.000000	732.000000	1.174960	0.457044	732.000000	1.393000	1.254000	1.214000	1.192000	1.034000	0.793000	0.253000	0.019100	0.001360	0.001360	0.002730	0.005460	0.019100	0.180000	0.445000	0.566000	0.766000	0.722000	0.281000	0.549000	0.568000	0.099000	0.055900	0.913654	0.960822	0.929868	0.970833
K05815	845.318367	39.410187	0.046622	623.000000	735.000000	1.179775	0.460437	735.000000	1.246000	1.180000	1.151000	1.127000	0.991000	0.756000	0.338000	0.348000	0.001360	0.005440	0.014900	0.034000	0.348000	0.454000	0.546000	0.665000	0.859000	0.726000	0.275000	0.546000	0.560000	0.095700	0.062500	0.913792	0.947843	0.942080	0.955226
K05816	1080.407718	36.005880	0.033326	514.000000	596.000000	1.159533	0.434655	596.000000	2.199000	1.964000	1.793000	1.714000	1.510000	1.196000	0.347000	0.258000	0.003350	0.008380	0.018400	0.068700	0.258000	0.432000	0.541000	0.699000	0.951000	0.734000	0.275000	0.581000	0.594000	0.098900	0.060800	0.876340	0.897110	0.951882	0.965038
K05820	1162.364063	52.414207	0.045093	608.000000	640.000000	1.052632	0.251243	640.000000	2.190000	1.973000	1.851000	1.696000	1.259000	0.762000	0.176000	0.017100	0.001560	0.003120	0.004680	0.009370	0.017100	0.037500	0.287000	0.423000	0.557000	0.798000	0.248000	0.552000	0.565000	0.105000	0.076000	0.943714	0.999637	0.941721	1.000000
K05822	712.540179	13.334879	0.018715	224.000000	224.000000	1.000000	0.000000	224.000000	3.241000	3.241000	3.200000	3.174000	3.008000	2.575000	0.641000	0.678000	0.022300	0.415000	0.495000	0.562000	0.678000	0.785000	0.937000	0.991000	1.000000	0.641000	0.305000	0.424000	0.403000	0.061900	0.025100	0.857359	1.000000	0.820795	1.000000
K05823	1132.245675	18.246723	0.016116	289.000000	289.000000	1.000000	0.000000	289.000000	4.069000	3.972000	3.923000	3.851000	3.294000	2.688000	0.519000	0.522000	0.013800	0.072600	0.366000	0.449000	0.522000	0.598000	0.730000	0.899000	0.982000	0.663000	0.272000	0.440000	0.432000	0.063900	0.044000	0.994739	0.987953	1.000000	1.000000
K05832	901.284431	110.469368	0.122569	552.000000	668.000000	1.210145	0.437828	668.000000	1.585000	1.440000	1.341000	1.191000	0.844000	0.651000	0.138000	0.002990	0.001490	0.001490	0.001490	0.002990	0.002990	0.007480	0.028400	0.309000	0.555000	0.738000	0.264000	0.474000	0.448000	0.114000	0.083000	0.926362	0.999975	0.924306	1.000000
K05833	779.253294	38.602706	0.049538	552.000000	683.000000	1.237319	0.438425	683.000000	1.209000	1.183000	1.175000	1.095000	0.827000	0.617000	0.381000	0.361000	0.001460	0.002920	0.010200	0.300000	0.361000	0.449000	0.547000	0.711000	0.934000	0.741000	0.256000	0.476000	0.452000	0.118000	0.075500	0.983523	0.994149	0.986655	1.000000
K05834	621.027190	33.074698	0.053258	327.000000	331.000000	1.012232	0.110090	331.000000	1.975000	1.942000	1.900000	1.851000	1.734000	1.480000	0.477000	0.525000	0.006040	0.009060	0.181000	0.450000	0.525000	0.607000	0.700000	0.839000	0.960000	0.729000	0.350000	0.561000	0.550000	0.079100	0.049100	0.921576	0.935898	0.921576	1.000000
K05835	610.706897	50.057773	0.081967	174.000000	174.000000	1.000000	0.000000	174.000000	3.614000	3.614000	3.580000	3.563000	3.505000	3.333000	0.697000	0.821000	0.005740	0.477000	0.620000	0.724000	0.821000	0.919000	0.954000	0.971000	1.000000	0.669000	0.499000	0.544000	0.526000	0.034600	0.017300	0.989679	0.998852	0.986425	1.000000
K05836	734.542471	39.636661	0.053961	417.000000	518.000000	1.242206	0.617332	518.000000	1.592000	1.492000	1.388000	1.362000	1.193000	0.893000	0.275000	0.040500	0.001930	0.003860	0.007720	0.009650	0.040500	0.361000	0.474000	0.583000	0.803000	0.776000	0.336000	0.599000	0.622000	0.085900	0.050700	0.985127	0.969227	0.985729	0.987599
K05837	1162.707796	78.411862	0.067439	1725.000000	1783.000000	1.033623	0.180310	1783.000000	0.849000	0.717000	0.623000	0.533000	0.367000	0.267000	0.097500	0.004480	5.600000e-04	0.001120	0.001680	0.002800	0.004480	0.007290	0.016800	0.074500	0.386000	0.742000	0.216000	0.466000	0.443000	0.115000	0.080400	0.900745	0.956577	0.896945	0.980312
K05838	897.042952	86.475234	0.096400	906.000000	908.000000	1.002208	0.046958	908.000000	1.273000	1.158000	1.015000	0.906000	0.720000	0.497000	0.121000	0.002200	0.001100	0.001100	0.001100	0.001100	0.002200	0.006600	0.026400	0.248000	0.507000	0.782000	0.309000	0.600000	0.619000	0.096700	0.063400	0.938605	0.996113	0.934639	1.000000
K05839	219.108247	42.915312	0.195864	187.000000	194.000000	1.037433	0.190330	194.000000	1.185000	1.128000	1.128000	1.128000	1.097000	1.051000	0.400000	0.041200	0.010300	0.030900	0.030900	0.030900	0.041200	0.592000	0.762000	0.953000	1.000000	0.510000	0.230000	0.404000	0.401000	0.031700	0.004760	1.000000	0.864958	1.000000	0.955009
K05844	918.417504	110.497318	0.120313	616.000000	697.000000	1.131494	0.365925	697.000000	1.426000	1.317000	1.301000	1.246000	1.020000	0.780000	0.161000	0.014300	0.001430	0.002860	0.005730	0.008600	0.014300	0.022900	0.041600	0.397000	0.664000	0.800000	0.240000	0.529000	0.557000	0.107000	0.081700	0.937857	0.931185	0.973304	0.981531
K05845	1122.806452	300.131476	0.267305	1124.000000	1488.000000	1.323843	0.533909	1488.000000	1.153000	1.067000	0.803000	0.606000	0.401000	0.252000	0.092700	0.004030	6.720000e-04	0.001340	0.002010	0.002680	0.004030	0.010700	0.024800	0.141000	0.365000	0.774000	0.259000	0.510000	0.522000	0.126000	0.120000	0.898765	0.968295	0.904086	0.995653
